epoc (ms),timestamp (-0700),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1610813697314,2021-01-16T09.14.57.314,100.372,0.061,-0.122,-0.305
1610813697324,2021-01-16T09.14.57.324,100.382,0.122,-0.183,-0.305
1610813697333,2021-01-16T09.14.57.333,100.391,0.122,-0.244,-0.305
1610813697343,2021-01-16T09.14.57.343,100.401,0.122,-0.122,-0.244
1610813697353,2021-01-16T09.14.57.353,100.411,0.183,-0.061,-0.244
1610813697363,2021-01-16T09.14.57.363,100.421,0.122,-0.122,-0.305
1610813697372,2021-01-16T09.14.57.372,100.430,0.122,-0.183,-0.305
1610813697382,2021-01-16T09.14.57.382,100.440,0.244,-0.183,-0.305
1610813697393,2021-01-16T09.14.57.393,100.451,0.183,-0.122,-0.305
1610813697403,2021-01-16T09.14.57.403,100.461,0.122,-0.183,-0.305
1610813697412,2021-01-16T09.14.57.412,100.470,0.122,-0.305,-0.305
1610813697422,2021-01-16T09.14.57.422,100.480,0.122,-0.122,-0.244
1610813697432,2021-01-16T09.14.57.432,100.490,0.061,-0.122,-0.244
1610813697442,2021-01-16T09.14.57.442,100.500,0.061,-0.244,-0.305
1610813697451,2021-01-16T09.14.57.451,100.509,0.122,-0.244,-0.305
1610813697461,2021-01-16T09.14.57.461,100.519,0.000,-0.183,-0.305
1610813697472,2021-01-16T09.14.57.472,100.530,0.122,-0.122,-0.305
1610813697482,2021-01-16T09.14.57.482,100.540,0.122,-0.122,-0.366
1610813697491,2021-01-16T09.14.57.491,100.549,0.183,-0.061,-0.305
1610813697501,2021-01-16T09.14.57.501,100.559,0.122,-0.122,-0.244
1610813697511,2021-01-16T09.14.57.511,100.569,0.122,-0.244,-0.244
1610813697522,2021-01-16T09.14.57.522,100.580,0.061,-0.305,-0.305
1610813697530,2021-01-16T09.14.57.530,100.588,0.061,-0.183,-0.305
1610813697541,2021-01-16T09.14.57.541,100.599,0.122,-0.244,-0.305
1610813697551,2021-01-16T09.14.57.551,100.609,0.122,-0.183,-0.305
1610813697561,2021-01-16T09.14.57.561,100.619,0.183,-0.122,-0.366
1610813697571,2021-01-16T09.14.57.571,100.629,0.183,-0.183,-0.305
1610813697580,2021-01-16T09.14.57.580,100.638,0.061,-0.122,-0.305
1610813697590,2021-01-16T09.14.57.590,100.648,0.061,-0.183,-0.305
1610813697601,2021-01-16T09.14.57.601,100.659,0.061,-0.183,-0.305
1610813697611,2021-01-16T09.14.57.611,100.669,0.183,-0.183,-0.305
1610813697620,2021-01-16T09.14.57.620,100.678,0.122,-0.183,-0.244
1610813697630,2021-01-16T09.14.57.630,100.688,0.122,-0.061,-0.183
1610813697640,2021-01-16T09.14.57.640,100.698,0.244,-0.244,-0.244
1610813697650,2021-01-16T09.14.57.650,100.708,0.183,-0.244,-0.244
1610813697659,2021-01-16T09.14.57.659,100.717,0.183,-0.122,-0.305
1610813697670,2021-01-16T09.14.57.670,100.728,0.061,-0.183,-0.244
1610813697680,2021-01-16T09.14.57.680,100.738,0.000,-0.305,-0.366
1610813697690,2021-01-16T09.14.57.690,100.748,0.122,-0.244,-0.305
1610813697699,2021-01-16T09.14.57.699,100.757,0.122,-0.183,-0.244
1610813697709,2021-01-16T09.14.57.709,100.767,0.122,-0.183,-0.305
1610813697719,2021-01-16T09.14.57.719,100.777,0.183,-0.183,-0.305
1610813697730,2021-01-16T09.14.57.730,100.788,0.122,-0.183,-0.305
1610813697738,2021-01-16T09.14.57.738,100.796,0.122,-0.122,-0.305
1610813697749,2021-01-16T09.14.57.749,100.807,0.061,-0.122,-0.305
1610813697759,2021-01-16T09.14.57.759,100.817,0.122,-0.122,-0.366
1610813697769,2021-01-16T09.14.57.769,100.827,0.122,-0.244,-0.305
1610813697778,2021-01-16T09.14.57.778,100.836,0.122,-0.122,-0.366
1610813697788,2021-01-16T09.14.57.788,100.846,0.183,-0.244,-0.305
1610813697798,2021-01-16T09.14.57.798,100.856,0.183,-0.366,-0.244
1610813697809,2021-01-16T09.14.57.809,100.867,0.122,-0.183,-0.305
1610813697819,2021-01-16T09.14.57.819,100.877,0.122,-0.061,-0.305
1610813697828,2021-01-16T09.14.57.828,100.886,0.122,-0.122,-0.305
1610813697838,2021-01-16T09.14.57.838,100.896,0.183,-0.244,-0.305
1610813697848,2021-01-16T09.14.57.848,100.906,0.183,-0.244,-0.427
1610813697858,2021-01-16T09.14.57.858,100.916,0.122,-0.061,-0.305
1610813697867,2021-01-16T09.14.57.867,100.925,0.183,-0.244,-0.305
1610813697878,2021-01-16T09.14.57.878,100.936,0.244,-0.305,-0.305
1610813697888,2021-01-16T09.14.57.888,100.946,0.122,-0.122,-0.305
1610813697898,2021-01-16T09.14.57.898,100.956,0.122,-0.122,-0.305
1610813697907,2021-01-16T09.14.57.907,100.965,0.061,-0.122,-0.427
1610813697917,2021-01-16T09.14.57.917,100.975,0.183,-0.244,-0.366
1610813697927,2021-01-16T09.14.57.927,100.985,0.244,-0.183,-0.305
1610813697938,2021-01-16T09.14.57.938,100.996,0.061,-0.061,-0.305
1610813697946,2021-01-16T09.14.57.946,101.004,0.122,-0.183,-0.305
1610813697957,2021-01-16T09.14.57.957,101.015,0.122,-0.244,-0.244
1610813697967,2021-01-16T09.14.57.967,101.025,0.183,-0.122,-0.305
1610813697977,2021-01-16T09.14.57.977,101.035,0.122,-0.244,-0.244
1610813697986,2021-01-16T09.14.57.986,101.044,0.061,-0.183,-0.305
1610813697996,2021-01-16T09.14.57.996,101.054,0.122,-0.183,-0.244
1610813698006,2021-01-16T09.14.58.006,101.064,0.244,-0.305,-0.244
1610813698017,2021-01-16T09.14.58.017,101.075,0.244,-0.183,-0.244
1610813698025,2021-01-16T09.14.58.025,101.083,0.122,-0.122,-0.305
1610813698036,2021-01-16T09.14.58.036,101.094,0.183,-0.122,-0.305
1610813698046,2021-01-16T09.14.58.046,101.104,0.244,-0.183,-0.244
1610813698056,2021-01-16T09.14.58.056,101.114,0.183,-0.183,-0.244
1610813698066,2021-01-16T09.14.58.066,101.124,0.122,-0.122,-0.244
1610813698075,2021-01-16T09.14.58.075,101.133,0.122,-0.122,-0.366
1610813698086,2021-01-16T09.14.58.086,101.144,0.122,-0.183,-0.305
1610813698096,2021-01-16T09.14.58.096,101.154,0.122,-0.183,-0.305
1610813698106,2021-01-16T09.14.58.106,101.164,0.183,-0.183,-0.366
1610813698115,2021-01-16T09.14.58.115,101.173,0.183,-0.183,-0.305
1610813698125,2021-01-16T09.14.58.125,101.183,0.183,-0.122,-0.366
1610813698135,2021-01-16T09.14.58.135,101.193,0.122,-0.183,-0.366
1610813698146,2021-01-16T09.14.58.146,101.204,0.061,-0.244,-0.183
1610813698154,2021-01-16T09.14.58.154,101.212,0.122,-0.244,-0.305
1610813698165,2021-01-16T09.14.58.165,101.223,0.122,-0.244,-0.366
1610813698175,2021-01-16T09.14.58.175,101.233,0.122,-0.122,-0.305
1610813698185,2021-01-16T09.14.58.185,101.243,0.122,-0.244,-0.305
1610813698194,2021-01-16T09.14.58.194,101.252,0.122,-0.183,-0.305
1610813698204,2021-01-16T09.14.58.204,101.262,0.183,-0.122,-0.244
1610813698214,2021-01-16T09.14.58.214,101.272,0.122,-0.183,-0.244
1610813698225,2021-01-16T09.14.58.225,101.283,0.061,-0.183,-0.244
1610813698233,2021-01-16T09.14.58.233,101.291,0.183,-0.183,-0.305
1610813698244,2021-01-16T09.14.58.244,101.302,0.183,-0.183,-0.366
1610813698254,2021-01-16T09.14.58.254,101.312,0.122,-0.244,-0.305
1610813698264,2021-01-16T09.14.58.264,101.322,0.183,-0.305,-0.244
1610813698273,2021-01-16T09.14.58.273,101.331,0.183,-0.183,-0.305
1610813698283,2021-01-16T09.14.58.283,101.341,0.183,-0.183,-0.366
1610813698294,2021-01-16T09.14.58.294,101.352,0.183,-0.183,-0.305
1610813698304,2021-01-16T09.14.58.304,101.362,0.183,-0.183,-0.366
1610813698314,2021-01-16T09.14.58.314,101.372,0.122,-0.183,-0.366
1610813698323,2021-01-16T09.14.58.323,101.381,0.061,-0.183,-0.366
1610813698333,2021-01-16T09.14.58.333,101.391,0.183,-0.244,-0.305
1610813698343,2021-01-16T09.14.58.343,101.401,0.122,-0.244,-0.183
1610813698354,2021-01-16T09.14.58.354,101.412,0.061,-0.183,-0.305
1610813698362,2021-01-16T09.14.58.362,101.420,0.061,-0.183,-0.366
1610813698373,2021-01-16T09.14.58.373,101.431,0.122,-0.183,-0.305
1610813698383,2021-01-16T09.14.58.383,101.441,0.183,-0.183,-0.244
1610813698393,2021-01-16T09.14.58.393,101.451,0.122,-0.183,-0.305
1610813698402,2021-01-16T09.14.58.402,101.460,0.061,-0.122,-0.305
1610813698412,2021-01-16T09.14.58.412,101.470,0.122,-0.183,-0.183
1610813698422,2021-01-16T09.14.58.422,101.480,0.122,-0.183,-0.244
1610813698433,2021-01-16T09.14.58.433,101.491,0.122,-0.122,-0.305
1610813698441,2021-01-16T09.14.58.441,101.499,0.183,-0.244,-0.305
1610813698452,2021-01-16T09.14.58.452,101.510,0.183,-0.244,-0.305
1610813698462,2021-01-16T09.14.58.462,101.520,0.122,-0.183,-0.305
1610813698472,2021-01-16T09.14.58.472,101.530,0.122,-0.122,-0.305
1610813698481,2021-01-16T09.14.58.481,101.539,0.183,-0.122,-0.183
1610813698491,2021-01-16T09.14.58.491,101.549,0.122,-0.244,-0.183
1610813698502,2021-01-16T09.14.58.502,101.560,0.183,-0.183,-0.305
1610813698512,2021-01-16T09.14.58.512,101.570,0.122,-0.122,-0.366
1610813698521,2021-01-16T09.14.58.521,101.579,0.061,-0.305,-0.305
1610813698531,2021-01-16T09.14.58.531,101.589,0.122,-0.244,-0.305
1610813698541,2021-01-16T09.14.58.541,101.599,0.183,-0.122,-0.244
1610813698551,2021-01-16T09.14.58.551,101.609,0.122,-0.183,-0.244
1610813698562,2021-01-16T09.14.58.562,101.620,0.122,-0.122,-0.305
1610813698570,2021-01-16T09.14.58.570,101.628,0.122,-0.183,-0.366
1610813698581,2021-01-16T09.14.58.581,101.639,0.122,-0.122,-0.305
1610813698591,2021-01-16T09.14.58.591,101.649,0.183,-0.122,-0.305
1610813698601,2021-01-16T09.14.58.601,101.659,0.183,-0.244,-0.305
1610813698610,2021-01-16T09.14.58.610,101.668,0.122,-0.183,-0.305
1610813698620,2021-01-16T09.14.58.620,101.678,0.244,-0.244,-0.305
1610813698630,2021-01-16T09.14.58.630,101.688,0.061,-0.122,-0.305
1610813698641,2021-01-16T09.14.58.641,101.699,0.122,-0.183,-0.305
1610813698649,2021-01-16T09.14.58.649,101.707,0.183,-0.244,-0.366
1610813698660,2021-01-16T09.14.58.660,101.718,0.122,-0.183,-0.244
1610813698670,2021-01-16T09.14.58.670,101.728,0.122,-0.244,-0.244
1610813698680,2021-01-16T09.14.58.680,101.738,0.122,-0.244,-0.305
1610813698689,2021-01-16T09.14.58.689,101.747,0.183,-0.183,-0.244
1610813698699,2021-01-16T09.14.58.699,101.757,0.183,-0.183,-0.366
1610813698710,2021-01-16T09.14.58.710,101.768,0.122,-0.183,-0.305
1610813698720,2021-01-16T09.14.58.720,101.778,0.183,-0.183,-0.305
1610813698729,2021-01-16T09.14.58.729,101.787,0.122,-0.244,-0.305
1610813698739,2021-01-16T09.14.58.739,101.797,0.183,-0.122,-0.244
1610813698749,2021-01-16T09.14.58.749,101.807,0.183,-0.183,-0.305
1610813698759,2021-01-16T09.14.58.759,101.817,0.122,-0.305,-0.305
1610813698768,2021-01-16T09.14.58.768,101.826,0.183,-0.244,-0.305
1610813698778,2021-01-16T09.14.58.778,101.836,0.183,-0.122,-0.244
1610813698789,2021-01-16T09.14.58.789,101.847,0.183,-0.122,-0.305
1610813698799,2021-01-16T09.14.58.799,101.857,0.122,-0.183,-0.305
1610813698808,2021-01-16T09.14.58.808,101.866,0.183,-0.183,-0.183
1610813698818,2021-01-16T09.14.58.818,101.876,0.244,-0.061,-0.244
1610813698828,2021-01-16T09.14.58.828,101.886,0.183,-0.122,-0.244
1610813698838,2021-01-16T09.14.58.838,101.896,0.122,-0.122,-0.366
1610813698849,2021-01-16T09.14.58.849,101.907,0.183,-0.305,-0.305
1610813698857,2021-01-16T09.14.58.857,101.915,0.183,-0.244,-0.244
1610813698868,2021-01-16T09.14.58.868,101.926,0.183,-0.061,-0.183
1610813698878,2021-01-16T09.14.58.878,101.936,0.183,-0.244,-0.183
1610813698888,2021-01-16T09.14.58.888,101.946,0.183,-0.183,-0.183
1610813698897,2021-01-16T09.14.58.897,101.955,0.183,-0.122,-0.061
1610813698907,2021-01-16T09.14.58.907,101.965,0.183,-0.122,0.000
1610813698918,2021-01-16T09.14.58.918,101.976,0.183,-0.122,0.122
1610813698928,2021-01-16T09.14.58.928,101.986,0.122,-0.183,0.244
1610813698937,2021-01-16T09.14.58.937,101.995,0.183,-0.244,0.366
1610813698947,2021-01-16T09.14.58.947,102.005,0.183,-0.122,0.366
1610813698957,2021-01-16T09.14.58.957,102.015,0.061,-0.183,0.366
1610813698967,2021-01-16T09.14.58.967,102.025,0.122,-0.061,0.427
1610813698976,2021-01-16T09.14.58.976,102.034,0.122,-0.061,0.427
1610813698986,2021-01-16T09.14.58.986,102.044,0.244,-0.244,0.488
1610813698997,2021-01-16T09.14.58.997,102.055,0.122,-0.122,0.427
1610813699007,2021-01-16T09.14.59.007,102.065,0.122,0.000,0.427
1610813699016,2021-01-16T09.14.59.016,102.074,0.122,-0.122,0.427
1610813699026,2021-01-16T09.14.59.026,102.084,0.122,-0.244,0.427
1610813699036,2021-01-16T09.14.59.036,102.094,0.183,-0.122,0.427
1610813699046,2021-01-16T09.14.59.046,102.104,0.183,-0.122,0.488
1610813699055,2021-01-16T09.14.59.055,102.113,0.305,-0.183,0.427
1610813699077,2021-01-16T09.14.59.077,102.135,0.122,-0.244,0.305
1610813699087,2021-01-16T09.14.59.087,102.145,0.122,-0.122,0.305
1610813699096,2021-01-16T09.14.59.096,102.154,0.244,-0.122,0.305
1610813699106,2021-01-16T09.14.59.106,102.164,0.244,-0.183,0.305
1610813699116,2021-01-16T09.14.59.116,102.174,0.183,-0.183,0.366
1610813699127,2021-01-16T09.14.59.127,102.185,0.122,-0.122,0.366
1610813699137,2021-01-16T09.14.59.137,102.195,0.122,-0.183,0.427
1610813699146,2021-01-16T09.14.59.146,102.204,0.183,-0.183,0.427
1610813699156,2021-01-16T09.14.59.156,102.214,0.244,-0.122,0.488
1610813699166,2021-01-16T09.14.59.166,102.224,0.183,-0.183,0.488
1610813699176,2021-01-16T09.14.59.176,102.234,0.183,-0.183,0.549
1610813699185,2021-01-16T09.14.59.185,102.243,0.061,-0.122,0.610
1610813699195,2021-01-16T09.14.59.195,102.253,0.244,-0.122,0.732
1610813699206,2021-01-16T09.14.59.206,102.264,0.305,-0.244,0.671
1610813699216,2021-01-16T09.14.59.216,102.274,0.183,-0.061,0.671
1610813699225,2021-01-16T09.14.59.225,102.283,0.122,-0.122,0.793
1610813699235,2021-01-16T09.14.59.235,102.293,0.244,-0.244,0.671
1610813699245,2021-01-16T09.14.59.245,102.303,0.244,-0.305,0.793
1610813699255,2021-01-16T09.14.59.255,102.313,0.244,-0.122,0.793
1610813699264,2021-01-16T09.14.59.264,102.322,0.183,-0.183,0.793
1610813699275,2021-01-16T09.14.59.275,102.333,0.183,-0.366,0.793
1610813699285,2021-01-16T09.14.59.285,102.343,0.183,-0.183,0.793
1610813699295,2021-01-16T09.14.59.295,102.353,0.305,-0.061,0.854
1610813699304,2021-01-16T09.14.59.304,102.362,0.244,-0.183,0.854
1610813699314,2021-01-16T09.14.59.314,102.372,0.183,-0.244,0.854
1610813699324,2021-01-16T09.14.59.324,102.382,0.244,-0.183,0.854
1610813699335,2021-01-16T09.14.59.335,102.393,0.183,-0.122,0.854
1610813699343,2021-01-16T09.14.59.343,102.401,0.122,-0.183,0.793
1610813699354,2021-01-16T09.14.59.354,102.412,0.183,-0.244,0.793
1610813699364,2021-01-16T09.14.59.364,102.422,0.244,-0.122,0.793
1610813699374,2021-01-16T09.14.59.374,102.432,0.244,-0.122,0.854
1610813699383,2021-01-16T09.14.59.383,102.441,0.183,-0.122,0.915
1610813699393,2021-01-16T09.14.59.393,102.451,0.183,-0.122,0.854
1610813699403,2021-01-16T09.14.59.403,102.461,0.244,-0.183,0.854
1610813699414,2021-01-16T09.14.59.414,102.472,0.244,-0.183,0.915
1610813699424,2021-01-16T09.14.59.424,102.482,0.244,-0.061,0.915
1610813699433,2021-01-16T09.14.59.433,102.491,0.305,-0.122,0.915
1610813699443,2021-01-16T09.14.59.443,102.501,0.183,-0.183,0.915
1610813699453,2021-01-16T09.14.59.453,102.511,0.183,-0.122,0.976
1610813699463,2021-01-16T09.14.59.463,102.521,0.183,-0.183,0.854
1610813699472,2021-01-16T09.14.59.472,102.530,0.122,-0.183,0.915
1610813699483,2021-01-16T09.14.59.483,102.541,0.183,-0.183,0.915
1610813699493,2021-01-16T09.14.59.493,102.551,0.122,-0.122,0.854
1610813699503,2021-01-16T09.14.59.503,102.561,0.244,0.000,0.915
1610813699512,2021-01-16T09.14.59.512,102.570,0.244,-0.183,0.915
1610813699522,2021-01-16T09.14.59.522,102.580,0.122,-0.122,0.915
1610813699532,2021-01-16T09.14.59.532,102.590,0.244,-0.061,0.854
1610813699543,2021-01-16T09.14.59.543,102.601,0.183,-0.183,0.915
1610813699551,2021-01-16T09.14.59.551,102.609,0.122,-0.183,0.915
1610813699562,2021-01-16T09.14.59.562,102.620,0.244,-0.244,0.915
1610813699572,2021-01-16T09.14.59.572,102.630,0.183,-0.183,0.854
1610813699582,2021-01-16T09.14.59.582,102.640,0.122,-0.122,0.915
1610813699591,2021-01-16T09.14.59.591,102.649,0.244,-0.183,0.793
1610813699601,2021-01-16T09.14.59.601,102.659,0.183,-0.061,0.854
1610813699611,2021-01-16T09.14.59.611,102.669,0.122,-0.244,0.854
1610813699622,2021-01-16T09.14.59.622,102.680,0.122,-0.183,0.854
1610813699630,2021-01-16T09.14.59.630,102.688,0.244,-0.122,0.854
1610813699641,2021-01-16T09.14.59.641,102.699,0.244,-0.244,0.793
1610813699651,2021-01-16T09.14.59.651,102.709,0.183,-0.122,0.854
1610813699661,2021-01-16T09.14.59.661,102.719,0.183,-0.122,0.793
1610813699671,2021-01-16T09.14.59.671,102.729,0.244,-0.183,0.854
1610813699680,2021-01-16T09.14.59.680,102.738,0.122,-0.122,0.854
1610813699691,2021-01-16T09.14.59.691,102.749,0.183,-0.061,0.854
1610813699701,2021-01-16T09.14.59.701,102.759,0.122,-0.183,0.793
1610813699711,2021-01-16T09.14.59.711,102.769,0.183,-0.244,0.732
1610813699720,2021-01-16T09.14.59.720,102.778,0.244,-0.183,0.732
1610813699730,2021-01-16T09.14.59.730,102.788,0.122,-0.122,0.793
1610813699740,2021-01-16T09.14.59.740,102.798,0.244,-0.183,0.793
1610813699751,2021-01-16T09.14.59.751,102.809,0.183,-0.183,0.793
1610813699759,2021-01-16T09.14.59.759,102.817,0.122,-0.061,0.671
1610813699770,2021-01-16T09.14.59.770,102.828,0.244,-0.183,0.793
1610813699780,2021-01-16T09.14.59.780,102.838,0.183,-0.244,0.671
1610813699790,2021-01-16T09.14.59.790,102.848,0.183,-0.122,0.671
1610813699799,2021-01-16T09.14.59.799,102.857,0.244,-0.244,0.671
1610813699809,2021-01-16T09.14.59.809,102.867,0.183,-0.122,0.610
1610813699819,2021-01-16T09.14.59.819,102.877,0.183,-0.244,0.610
1610813699830,2021-01-16T09.14.59.830,102.888,0.183,-0.183,0.549
1610813699838,2021-01-16T09.14.59.838,102.896,0.061,-0.183,0.549
1610813699849,2021-01-16T09.14.59.849,102.907,0.183,-0.183,0.549
1610813699859,2021-01-16T09.14.59.859,102.917,0.183,-0.183,0.488
1610813699869,2021-01-16T09.14.59.869,102.927,0.122,-0.183,0.488
1610813699878,2021-01-16T09.14.59.878,102.936,0.183,-0.183,0.488
1610813699888,2021-01-16T09.14.59.888,102.946,0.122,0.000,0.427
1610813699899,2021-01-16T09.14.59.899,102.957,0.183,-0.183,0.427
1610813699909,2021-01-16T09.14.59.909,102.967,0.183,-0.305,0.427
1610813699918,2021-01-16T09.14.59.918,102.976,0.122,-0.183,0.366
1610813699928,2021-01-16T09.14.59.928,102.986,0.122,-0.122,0.366
1610813699938,2021-01-16T09.14.59.938,102.996,0.183,-0.244,0.366
1610813699948,2021-01-16T09.14.59.948,103.006,0.244,-0.305,0.244
1610813699959,2021-01-16T09.14.59.959,103.017,0.122,-0.244,0.183
1610813699967,2021-01-16T09.14.59.967,103.025,0.183,-0.122,0.183
1610813699978,2021-01-16T09.14.59.978,103.036,0.183,-0.183,0.244
1610813699988,2021-01-16T09.14.59.988,103.046,0.183,-0.183,0.183
1610813699998,2021-01-16T09.14.59.998,103.056,0.183,-0.183,0.183
1610813700007,2021-01-16T09.15.00.007,103.065,0.122,-0.122,0.183
1610813700017,2021-01-16T09.15.00.017,103.075,0.122,-0.183,0.183
1610813700027,2021-01-16T09.15.00.027,103.085,0.183,-0.183,0.183
1610813700038,2021-01-16T09.15.00.038,103.096,0.183,-0.122,0.183
1610813700046,2021-01-16T09.15.00.046,103.104,0.122,-0.244,0.244
1610813700057,2021-01-16T09.15.00.057,103.115,0.122,-0.244,0.183
1610813700067,2021-01-16T09.15.00.067,103.125,0.122,-0.122,0.183
1610813700077,2021-01-16T09.15.00.077,103.135,0.183,-0.183,0.183
1610813700086,2021-01-16T09.15.00.086,103.144,0.183,-0.183,0.061
1610813700096,2021-01-16T09.15.00.096,103.154,0.122,-0.183,0.000
1610813700107,2021-01-16T09.15.00.107,103.165,0.244,-0.244,0.061
1610813700117,2021-01-16T09.15.00.117,103.175,0.183,-0.183,0.061
1610813700126,2021-01-16T09.15.00.126,103.184,0.183,-0.061,0.000
1610813700136,2021-01-16T09.15.00.136,103.194,0.183,-0.183,0.000
1610813700146,2021-01-16T09.15.00.146,103.204,0.183,-0.183,0.000
1610813700156,2021-01-16T09.15.00.156,103.214,0.183,-0.244,0.061
1610813700165,2021-01-16T09.15.00.165,103.223,0.244,-0.183,0.000
1610813700175,2021-01-16T09.15.00.175,103.233,0.183,-0.183,-0.122
1610813700186,2021-01-16T09.15.00.186,103.244,0.183,-0.305,-0.122
1610813700196,2021-01-16T09.15.00.196,103.254,0.122,-0.183,-0.122
1610813700205,2021-01-16T09.15.00.205,103.263,0.183,-0.122,-0.183
1610813700215,2021-01-16T09.15.00.215,103.273,0.122,-0.183,-0.183
1610813700225,2021-01-16T09.15.00.225,103.283,0.122,-0.122,-0.183
1610813700235,2021-01-16T09.15.00.235,103.293,0.244,-0.183,-0.244
1610813700246,2021-01-16T09.15.00.246,103.304,0.122,-0.305,-0.366
1610813700254,2021-01-16T09.15.00.254,103.312,0.122,-0.183,-0.305
1610813700265,2021-01-16T09.15.00.265,103.323,0.122,-0.122,-0.244
1610813700275,2021-01-16T09.15.00.275,103.333,0.061,-0.061,-0.244
1610813700285,2021-01-16T09.15.00.285,103.343,0.061,-0.244,-0.305
1610813700294,2021-01-16T09.15.00.294,103.352,0.122,-0.183,-0.305
1610813700304,2021-01-16T09.15.00.304,103.362,0.183,-0.122,-0.244
1610813700315,2021-01-16T09.15.00.315,103.373,0.183,-0.244,-0.244
1610813700325,2021-01-16T09.15.00.325,103.383,0.183,-0.183,-0.183
1610813700334,2021-01-16T09.15.00.334,103.392,0.183,-0.122,-0.305
1610813700344,2021-01-16T09.15.00.344,103.402,0.183,-0.061,-0.305
1610813700354,2021-01-16T09.15.00.354,103.412,0.183,-0.122,-0.305
1610813700364,2021-01-16T09.15.00.364,103.422,0.183,-0.244,-0.244
1610813700373,2021-01-16T09.15.00.373,103.431,0.183,-0.122,-0.244
1610813700383,2021-01-16T09.15.00.383,103.441,0.183,-0.183,-0.183
1610813700394,2021-01-16T09.15.00.394,103.452,0.122,-0.183,-0.183
1610813700404,2021-01-16T09.15.00.404,103.462,0.122,-0.183,-0.122
1610813700413,2021-01-16T09.15.00.413,103.471,0.244,-0.244,-0.183
1610813700423,2021-01-16T09.15.00.423,103.481,0.122,-0.122,-0.122
1610813700433,2021-01-16T09.15.00.433,103.491,0.122,-0.122,-0.122
1610813700443,2021-01-16T09.15.00.443,103.501,0.122,-0.183,-0.183
1610813700452,2021-01-16T09.15.00.452,103.510,0.122,-0.183,-0.244
1610813700462,2021-01-16T09.15.00.462,103.520,0.183,-0.183,-0.122
1610813700473,2021-01-16T09.15.00.473,103.531,0.122,-0.183,-0.122
1610813700483,2021-01-16T09.15.00.483,103.541,0.122,-0.183,-0.122
1610813700492,2021-01-16T09.15.00.492,103.550,0.122,-0.244,-0.183
1610813700502,2021-01-16T09.15.00.502,103.560,0.122,-0.122,-0.183
1610813700512,2021-01-16T09.15.00.512,103.570,0.061,-0.183,-0.183
1610813700523,2021-01-16T09.15.00.523,103.581,0.122,-0.305,-0.183
1610813700533,2021-01-16T09.15.00.533,103.591,0.061,-0.122,-0.183
1610813700542,2021-01-16T09.15.00.542,103.600,0.061,-0.183,-0.305
1610813700552,2021-01-16T09.15.00.552,103.610,0.183,-0.183,-0.244
1610813700562,2021-01-16T09.15.00.562,103.620,0.183,-0.183,-0.244
1610813700572,2021-01-16T09.15.00.572,103.630,0.122,-0.122,-0.305
1610813700581,2021-01-16T09.15.00.581,103.639,0.122,-0.061,-0.305
1610813700591,2021-01-16T09.15.00.591,103.649,0.122,-0.122,-0.305
1610813700602,2021-01-16T09.15.00.602,103.660,0.244,-0.183,-0.305
1610813700612,2021-01-16T09.15.00.612,103.670,0.122,-0.183,-0.305
1610813700621,2021-01-16T09.15.00.621,103.679,0.183,-0.122,-0.305
1610813700631,2021-01-16T09.15.00.631,103.689,0.061,-0.183,-0.305
1610813700641,2021-01-16T09.15.00.641,103.699,0.000,-0.305,-0.305
1610813700651,2021-01-16T09.15.00.651,103.709,0.122,-0.244,-0.244
1610813700660,2021-01-16T09.15.00.660,103.718,0.122,-0.183,-0.305
1610813700671,2021-01-16T09.15.00.671,103.729,0.122,-0.183,-0.366
1610813700681,2021-01-16T09.15.00.681,103.739,0.183,-0.061,-0.244
1610813700691,2021-01-16T09.15.00.691,103.749,0.122,-0.183,-0.183
1610813700700,2021-01-16T09.15.00.700,103.758,0.122,-0.183,-0.244
1610813700710,2021-01-16T09.15.00.710,103.768,0.061,-0.183,-0.305
1610813700720,2021-01-16T09.15.00.720,103.778,0.183,-0.122,-0.244
1610813700731,2021-01-16T09.15.00.731,103.789,0.122,-0.183,-0.305
1610813700739,2021-01-16T09.15.00.739,103.797,0.061,-0.122,-0.305
1610813700750,2021-01-16T09.15.00.750,103.808,0.122,-0.244,-0.244
1610813700760,2021-01-16T09.15.00.760,103.818,0.122,-0.183,-0.244
1610813700770,2021-01-16T09.15.00.770,103.828,0.061,-0.061,-0.244
1610813700779,2021-01-16T09.15.00.779,103.837,0.183,-0.183,-0.244
1610813700789,2021-01-16T09.15.00.789,103.847,0.183,-0.305,-0.305
1610813700799,2021-01-16T09.15.00.799,103.857,0.183,-0.244,-0.244
1610813700810,2021-01-16T09.15.00.810,103.868,0.122,-0.122,-0.366
1610813700820,2021-01-16T09.15.00.820,103.878,0.122,-0.122,-0.305
1610813700829,2021-01-16T09.15.00.829,103.887,0.061,-0.305,-0.305
1610813700839,2021-01-16T09.15.00.839,103.897,0.183,-0.244,-0.305
1610813700849,2021-01-16T09.15.00.849,103.907,0.122,-0.122,-0.305
1610813700859,2021-01-16T09.15.00.859,103.917,0.000,-0.122,-0.305
1610813700868,2021-01-16T09.15.00.868,103.926,0.122,-0.122,-0.305
1610813700879,2021-01-16T09.15.00.879,103.937,0.183,-0.244,-0.244
